shipment_id;date_id;route_id;vehicle_id;product_id;customer_id;sortinghub_id;incident_id;planned_departure_time;actual_departure_time;planned_arrival_time;actual_arrival_time;delivery_status;distance_travelled;fuel_cost;total_cost;delay_duration;total_time_in_transit;total_distance
S0134;D20250415;2;V02;P003;C003;SH03;I01;2025-04-15 06:00;2025-04-15 06:01;2025-04-15 12:00;2025-04-15 13:17;Terlambat;320;541999;884935;77 menit;7 jam 16 menit;320
S0135;D20250416;1;V05;P005;C003;SH01;I02;2025-04-16 06:00;2025-04-16 06:23;2025-04-16 11:00;2025-04-16 12:16;Terlambat;352;344743;656242;76 menit;5 jam 53 menit;352
S0136;D20250414;1;V05;P001;C001;SH04;I03;2025-04-14 06:00;2025-04-14 06:23;2025-04-14 09:00;2025-04-14 10:23;Terlambat;280;468681;684482;83 menit;4 jam 0 menit;280
S0137;D20250430;4;V01;P002;C001;SH03;I02;2025-04-30 06:00;2025-04-30 06:26;2025-04-30 11:00;2025-04-30 11:15;Tepat Waktu;109;506820;748624;15 menit;4 jam 49 menit;109
S0138;D20250419;2;V04;P002;C001;SH03;I04;2025-04-19 06:00;2025-04-19 06:17;2025-04-19 12:00;2025-04-19 11:53;Tepat Waktu;158;180622;398713;0 menit;5 jam 36 menit;158
S0139;D20250423;2;V03;P004;C002;SH02;I03;2025-04-23 06:00;2025-04-23 06:00;2025-04-23 11:00;2025-04-23 11:20;Terlambat;378;583142;965429;20 menit;5 jam 20 menit;378
S0140;D20250430;1;V02;P002;C001;SH04;I03;2025-04-30 06:00;2025-04-30 06:01;2025-04-30 09:00;2025-04-30 10:11;Terlambat;218;407705;662246;71 menit;4 jam 10 menit;218
S0141;D20250426;4;V04;P004;C002;SH01;I05;2025-04-26 06:00;2025-04-26 06:13;2025-04-26 12:00;2025-04-26 12:13;Tepat Waktu;367;420265;687678;13 menit;6 jam 0 menit;367
S0142;D20250425;5;V04;P005;C001;SH03;I04;2025-04-25 06:00;2025-04-25 06:18;2025-04-25 09:00;2025-04-25 10:27;Terlambat;291;430811;768085;87 menit;4 jam 9 menit;291
S0143;D20250406;4;V02;P002;C002;SH04;I01;2025-04-06 06:00;2025-04-06 06:08;2025-04-06 10:00;2025-04-06 09:56;Tepat Waktu;268;528925;766424;0 menit;3 jam 48 menit;268
S0144;D20250406;3;V05;P002;C003;SH02;I05;2025-04-06 06:00;2025-04-06 06:24;2025-04-06 09:00;2025-04-06 09:59;Terlambat;285;417998;754485;59 menit;3 jam 35 menit;285
S0145;D20250414;2;V05;P001;C004;SH03;I03;2025-04-14 06:00;2025-04-14 06:24;2025-04-14 12:00;2025-04-14 12:04;Tepat Waktu;140;179144;552699;4 menit;5 jam 40 menit;140
S0146;D20250406;4;V03;P002;C002;SH02;I05;2025-04-06 06:00;2025-04-06 06:23;2025-04-06 11:00;2025-04-06 10:47;Tepat Waktu;186;555744;838423;0 menit;4 jam 24 menit;186
S0147;D20250408;4;V05;P001;C004;SH02;I04;2025-04-08 06:00;2025-04-08 06:28;2025-04-08 11:00;2025-04-08 11:50;Terlambat;159;151750;291343;50 menit;5 jam 22 menit;159
S0148;D20250414;4;V05;P005;C003;SH04;I03;2025-04-14 06:00;2025-04-14 06:08;2025-04-14 09:00;2025-04-14 09:19;Terlambat;190;409523;683993;19 menit;3 jam 11 menit;190
S0149;D20250427;5;V03;P003;C002;SH04;I03;2025-04-27 06:00;2025-04-27 06:19;2025-04-27 12:00;2025-04-27 12:49;Terlambat;318;434860;544706;49 menit;6 jam 30 menit;318
S0150;D20250425;3;V03;P003;C001;SH04;I03;2025-04-25 06:00;2025-04-25 06:00;2025-04-25 12:00;2025-04-25 12:23;Terlambat;310;366171;678310;23 menit;6 jam 23 menit;310
S0151;D20250403;4;V02;P003;C004;SH03;I02;2025-04-03 06:00;2025-04-03 06:05;2025-04-03 10:00;2025-04-03 10:30;Terlambat;137;496867;640431;30 menit;4 jam 25 menit;137
S0152;D20250406;3;V03;P002;C005;SH02;I03;2025-04-06 06:00;2025-04-06 06:22;2025-04-06 09:00;2025-04-06 09:44;Terlambat;220;579951;734877;44 menit;3 jam 22 menit;220
S0153;D20250415;5;V01;P003;C003;SH01;I04;2025-04-15 06:00;2025-04-15 06:03;2025-04-15 12:00;2025-04-15 12:58;Terlambat;237;563181;882627;58 menit;6 jam 55 menit;237
S0154;D20250417;4;V04;P001;C003;SH01;I03;2025-04-17 06:00;2025-04-17 06:21;2025-04-17 12:00;2025-04-17 12:03;Tepat Waktu;309;192012;428927;3 menit;5 jam 42 menit;309
S0155;D20250410;3;V04;P004;C005;SH02;I03;2025-04-10 06:00;2025-04-10 06:27;2025-04-10 11:00;2025-04-10 10:57;Tepat Waktu;172;491462;861304;0 menit;4 jam 30 menit;172
S0156;D20250412;3;V03;P004;C003;SH04;I04;2025-04-12 06:00;2025-04-12 06:29;2025-04-12 09:00;2025-04-12 09:59;Terlambat;315;254641;455961;59 menit;3 jam 30 menit;315
S0157;D20250422;4;V02;P001;C002;SH03;I05;2025-04-22 06:00;2025-04-22 06:29;2025-04-22 09:00;2025-04-22 08:45;Tepat Waktu;347;567335;957095;0 menit;2 jam 16 menit;347
S0158;D20250427;1;V01;P005;C004;SH04;I01;2025-04-27 06:00;2025-04-27 06:18;2025-04-27 09:00;2025-04-27 09:26;Terlambat;214;222850;409401;26 menit;3 jam 8 menit;214
S0159;D20250403;3;V04;P001;C004;SH02;I02;2025-04-03 06:00;2025-04-03 06:26;2025-04-03 10:00;2025-04-03 10:14;Tepat Waktu;301;165590;436315;14 menit;3 jam 48 menit;301
S0160;D20250409;5;V01;P005;C003;SH03;I03;2025-04-09 06:00;2025-04-09 06:20;2025-04-09 12:00;2025-04-09 12:53;Terlambat;272;505065;837111;53 menit;6 jam 33 menit;272
S0161;D20250402;4;V05;P002;C001;SH01;I02;2025-04-02 06:00;2025-04-02 06:20;2025-04-02 11:00;2025-04-02 12:08;Terlambat;232;368951;627384;68 menit;5 jam 48 menit;232
S0162;D20250423;1;V01;P003;C003;SH01;I04;2025-04-23 06:00;2025-04-23 06:27;2025-04-23 10:00;2025-04-23 10:44;Terlambat;143;365143;570292;44 menit;4 jam 17 menit;143
S0163;D20250411;5;V04;P001;C004;SH01;I01;2025-04-11 06:00;2025-04-11 06:25;2025-04-11 11:00;2025-04-11 11:22;Terlambat;237;242785;418046;22 menit;4 jam 57 menit;237
S0164;D20250421;1;V02;P004;C003;SH04;I02;2025-04-21 06:00;2025-04-21 06:26;2025-04-21 10:00;2025-04-21 10:44;Terlambat;382;531930;693918;44 menit;4 jam 18 menit;382
S0165;D20250427;4;V04;P005;C001;SH03;I04;2025-04-27 06:00;2025-04-27 06:04;2025-04-27 12:00;2025-04-27 12:36;Terlambat;333;155248;334625;36 menit;6 jam 32 menit;333
S0166;D20250428;1;V05;P001;C004;SH04;I02;2025-04-28 06:00;2025-04-28 06:23;2025-04-28 10:00;2025-04-28 10:15;Tepat Waktu;108;380657;550054;15 menit;3 jam 52 menit;108
S0167;D20250403;1;V04;P004;C002;SH02;I05;2025-04-03 06:00;2025-04-03 06:17;2025-04-03 10:00;2025-04-03 09:51;Tepat Waktu;352;579133;783508;0 menit;3 jam 34 menit;352
S0168;D20250416;4;V03;P002;C004;SH04;I03;2025-04-16 06:00;2025-04-16 06:07;2025-04-16 10:00;2025-04-16 09:45;Tepat Waktu;91;156441;430885;0 menit;3 jam 38 menit;91
S0169;D20250406;3;V02;P004;C002;SH02;I03;2025-04-06 06:00;2025-04-06 06:24;2025-04-06 10:00;2025-04-06 10:54;Terlambat;137;441507;568073;54 menit;4 jam 30 menit;137
S0170;D20250419;5;V05;P002;C002;SH03;I04;2025-04-19 06:00;2025-04-19 06:26;2025-04-19 10:00;2025-04-19 10:55;Terlambat;116;436240;696867;55 menit;4 jam 29 menit;116
S0171;D20250430;4;V02;P001;C004;SH02;I02;2025-04-30 06:00;2025-04-30 06:27;2025-04-30 10:00;2025-04-30 10:30;Terlambat;271;486364;790442;30 menit;4 jam 3 menit;271
S0172;D20250409;2;V02;P004;C004;SH03;I04;2025-04-09 06:00;2025-04-09 06:24;2025-04-09 11:00;2025-04-09 11:41;Terlambat;362;554507;822377;41 menit;5 jam 17 menit;362
S0173;D20250427;3;V01;P004;C002;SH03;I03;2025-04-27 06:00;2025-04-27 06:15;2025-04-27 12:00;2025-04-27 12:05;Tepat Waktu;170;333082;490782;5 menit;5 jam 50 menit;170
S0174;D20250416;5;V05;P004;C002;SH01;I02;2025-04-16 06:00;2025-04-16 06:19;2025-04-16 11:00;2025-04-16 11:06;Tepat Waktu;199;317893;598777;6 menit;4 jam 47 menit;199
S0175;D20250423;4;V04;P004;C004;SH01;I03;2025-04-23 06:00;2025-04-23 06:21;2025-04-23 09:00;2025-04-23 09:16;Terlambat;378;439827;567441;16 menit;2 jam 55 menit;378
S0176;D20250406;3;V02;P001;C002;SH01;I02;2025-04-06 06:00;2025-04-06 06:21;2025-04-06 12:00;2025-04-06 12:53;Terlambat;331;157239;520350;53 menit;6 jam 32 menit;331
S0177;D20250427;4;V01;P003;C005;SH01;I01;2025-04-27 06:00;2025-04-27 06:26;2025-04-27 11:00;2025-04-27 10:45;Tepat Waktu;110;391964;621246;0 menit;4 jam 19 menit;110
S0178;D20250401;3;V01;P004;C001;SH03;I04;2025-04-01 06:00;2025-04-01 06:11;2025-04-01 12:00;2025-04-01 12:17;Terlambat;242;363834;501290;17 menit;6 jam 6 menit;242
S0179;D20250423;4;V03;P001;C001;SH02;I01;2025-04-23 06:00;2025-04-23 06:06;2025-04-23 12:00;2025-04-23 12:16;Terlambat;92;525886;727647;16 menit;6 jam 10 menit;92
S0180;D20250408;3;V02;P001;C001;SH02;I02;2025-04-08 06:00;2025-04-08 06:13;2025-04-08 12:00;2025-04-08 13:28;Terlambat;256;429539;745233;88 menit;7 jam 15 menit;256
S0181;D20250404;5;V03;P002;C003;SH02;I01;2025-04-04 06:00;2025-04-04 06:10;2025-04-04 10:00;2025-04-04 10:00;Tepat Waktu;311;169941;362108;0 menit;3 jam 50 menit;311
S0182;D20250428;3;V04;P003;C003;SH04;I05;2025-04-28 06:00;2025-04-28 06:02;2025-04-28 09:00;2025-04-28 10:19;Terlambat;237;537088;729222;79 menit;4 jam 17 menit;237
S0183;D20250415;2;V04;P005;C005;SH01;I03;2025-04-15 06:00;2025-04-15 06:16;2025-04-15 12:00;2025-04-15 12:44;Terlambat;233;179607;575739;44 menit;6 jam 28 menit;233
S0184;D20250410;3;V04;P002;C003;SH04;I04;2025-04-10 06:00;2025-04-10 06:16;2025-04-10 10:00;2025-04-10 10:40;Terlambat;377;538510;819115;40 menit;4 jam 24 menit;377
S0185;D20250428;1;V03;P001;C004;SH02;I03;2025-04-28 06:00;2025-04-28 06:28;2025-04-28 09:00;2025-04-28 09:21;Terlambat;298;394161;675011;21 menit;2 jam 53 menit;298
S0186;D20250404;2;V01;P004;C003;SH03;I01;2025-04-04 06:00;2025-04-04 06:09;2025-04-04 10:00;2025-04-04 11:06;Terlambat;122;217693;466384;66 menit;4 jam 57 menit;122
S0187;D20250403;5;V04;P004;C002;SH04;I01;2025-04-03 06:00;2025-04-03 06:11;2025-04-03 10:00;2025-04-03 11:23;Terlambat;249;552427;826398;83 menit;5 jam 12 menit;249
S0188;D20250407;2;V02;P002;C005;SH01;I01;2025-04-07 06:00;2025-04-07 06:21;2025-04-07 12:00;2025-04-07 11:54;Tepat Waktu;335;426005;529856;0 menit;5 jam 33 menit;335
S0189;D20250419;1;V02;P002;C004;SH03;I02;2025-04-19 06:00;2025-04-19 06:30;2025-04-19 09:00;2025-04-19 10:11;Terlambat;105;185172;295809;71 menit;3 jam 41 menit;105
S0190;D20250410;1;V05;P002;C001;SH01;I04;2025-04-10 06:00;2025-04-10 06:15;2025-04-10 10:00;2025-04-10 10:47;Terlambat;239;339881;495482;47 menit;4 jam 32 menit;239
S0191;D20250423;2;V01;P003;C001;SH02;I05;2025-04-23 06:00;2025-04-23 06:03;2025-04-23 11:00;2025-04-23 10:55;Tepat Waktu;314;233101;404194;0 menit;4 jam 52 menit;314
S0192;D20250404;3;V05;P002;C001;SH01;I05;2025-04-04 06:00;2025-04-04 06:05;2025-04-04 11:00;2025-04-04 11:53;Terlambat;315;431937;692503;53 menit;5 jam 48 menit;315
S0193;D20250408;1;V05;P003;C003;SH02;I02;2025-04-08 06:00;2025-04-08 06:19;2025-04-08 11:00;2025-04-08 10:53;Tepat Waktu;364;274039;395701;0 menit;4 jam 34 menit;364
S0194;D20250418;5;V04;P004;C003;SH04;I04;2025-04-18 06:00;2025-04-18 06:13;2025-04-18 10:00;2025-04-18 10:11;Tepat Waktu;392;406700;527168;11 menit;3 jam 58 menit;392
S0195;D20250427;1;V02;P005;C004;SH03;I01;2025-04-27 06:00;2025-04-27 06:05;2025-04-27 10:00;2025-04-27 10:42;Terlambat;141;379564;726061;42 menit;4 jam 37 menit;141
S0196;D20250410;1;V05;P001;C004;SH02;I02;2025-04-10 06:00;2025-04-10 06:25;2025-04-10 11:00;2025-04-10 10:59;Tepat Waktu;391;150395;250968;0 menit;4 jam 34 menit;391
S0197;D20250404;4;V01;P001;C002;SH02;I02;2025-04-04 06:00;2025-04-04 06:21;2025-04-04 10:00;2025-04-04 10:13;Tepat Waktu;386;551960;748513;13 menit;3 jam 52 menit;386
S0198;D20250419;4;V01;P004;C003;SH04;I02;2025-04-19 06:00;2025-04-19 06:22;2025-04-19 12:00;2025-04-19 12:34;Terlambat;173;431222;732891;34 menit;6 jam 12 menit;173
S0199;D20250425;1;V05;P003;C004;SH01;I03;2025-04-25 06:00;2025-04-25 06:15;2025-04-25 11:00;2025-04-25 10:49;Tepat Waktu;148;442882;742367;0 menit;4 jam 34 menit;148
S0200;D20250401;5;V01;P005;C002;SH04;I05;2025-04-01 06:00;2025-04-01 06:07;2025-04-01 11:00;2025-04-01 11:10;Tepat Waktu;248;577143;971988;10 menit;5 jam 3 menit;248
S0201;D20250401;3;V03;P003;C002;SH03;I03;2025-04-01 06:00;2025-04-01 06:00;2025-04-01 09:00;2025-04-01 09:41;Terlambat;384;232504;519432;41 menit;3 jam 41 menit;384
S0202;D20250426;1;V05;P001;C004;SH01;I04;2025-04-26 06:00;2025-04-26 06:12;2025-04-26 10:00;2025-04-26 09:56;Tepat Waktu;155;446525;571150;0 menit;3 jam 44 menit;155
S0203;D20250426;5;V02;P004;C001;SH01;I05;2025-04-26 06:00;2025-04-26 06:21;2025-04-26 10:00;2025-04-26 10:14;Tepat Waktu;115;411126;640643;14 menit;3 jam 53 menit;115
S0204;D20250430;1;V02;P003;C005;SH02;I03;2025-04-30 06:00;2025-04-30 06:08;2025-04-30 09:00;2025-04-30 09:38;Terlambat;154;366271;756624;38 menit;3 jam 30 menit;154
S0205;D20250415;4;V05;P005;C001;SH02;I02;2025-04-15 06:00;2025-04-15 06:21;2025-04-15 12:00;2025-04-15 12:26;Terlambat;342;498250;712687;26 menit;6 jam 5 menit;342
S0206;D20250428;1;V01;P004;C002;SH04;I03;2025-04-28 06:00;2025-04-28 06:11;2025-04-28 09:00;2025-04-28 10:30;Terlambat;281;596652;751585;90 menit;4 jam 19 menit;281
S0207;D20250411;4;V01;P003;C004;SH04;I04;2025-04-11 06:00;2025-04-11 06:13;2025-04-11 09:00;2025-04-11 09:43;Terlambat;239;154519;379518;43 menit;3 jam 30 menit;239
S0208;D20250425;5;V03;P001;C005;SH01;I03;2025-04-25 06:00;2025-04-25 06:11;2025-04-25 10:00;2025-04-25 09:59;Tepat Waktu;137;267832;648174;0 menit;3 jam 48 menit;137
S0209;D20250407;2;V05;P001;C001;SH01;I02;2025-04-07 06:00;2025-04-07 06:02;2025-04-07 10:00;2025-04-07 11:16;Terlambat;152;264717;544023;76 menit;5 jam 14 menit;152
S0210;D20250414;5;V05;P005;C002;SH01;I04;2025-04-14 06:00;2025-04-14 06:08;2025-04-14 09:00;2025-04-14 10:24;Terlambat;178;256322;418734;84 menit;4 jam 16 menit;178
S0211;D20250401;3;V02;P004;C003;SH02;I01;2025-04-01 06:00;2025-04-01 06:26;2025-04-01 12:00;2025-04-01 12:49;Terlambat;139;430821;562918;49 menit;6 jam 23 menit;139
S0212;D20250408;1;V02;P003;C005;SH03;I04;2025-04-08 06:00;2025-04-08 06:05;2025-04-08 09:00;2025-04-08 10:29;Terlambat;204;412509;764023;89 menit;4 jam 24 menit;204
S0213;D20250401;1;V01;P001;C001;SH03;I02;2025-04-01 06:00;2025-04-01 06:10;2025-04-01 10:00;2025-04-01 10:04;Tepat Waktu;299;529161;784013;4 menit;3 jam 54 menit;299
S0214;D20250426;1;V04;P001;C004;SH01;I05;2025-04-26 06:00;2025-04-26 06:25;2025-04-26 12:00;2025-04-26 12:19;Terlambat;321;435462;804872;19 menit;5 jam 54 menit;321
S0215;D20250407;3;V02;P004;C001;SH04;I03;2025-04-07 06:00;2025-04-07 06:05;2025-04-07 12:00;2025-04-07 12:48;Terlambat;347;568330;785441;48 menit;6 jam 43 menit;347
S0216;D20250408;5;V04;P004;C005;SH01;I01;2025-04-08 06:00;2025-04-08 06:30;2025-04-08 10:00;2025-04-08 09:54;Tepat Waktu;227;470227;782592;0 menit;3 jam 24 menit;227
S0217;D20250412;3;V04;P005;C001;SH03;I02;2025-04-12 06:00;2025-04-12 06:22;2025-04-12 11:00;2025-04-12 10:50;Tepat Waktu;393;358361;589876;0 menit;4 jam 28 menit;393
S0218;D20250417;4;V05;P002;C004;SH01;I01;2025-04-17 06:00;2025-04-17 06:23;2025-04-17 11:00;2025-04-17 11:49;Terlambat;103;167174;564508;49 menit;5 jam 26 menit;103
S0219;D20250423;3;V05;P004;C002;SH04;I02;2025-04-23 06:00;2025-04-23 06:06;2025-04-23 09:00;2025-04-23 10:20;Terlambat;147;192791;411225;80 menit;4 jam 14 menit;147
S0220;D20250404;2;V03;P003;C004;SH02;I04;2025-04-04 06:00;2025-04-04 06:00;2025-04-04 10:00;2025-04-04 11:10;Terlambat;223;328145;670082;70 menit;5 jam 10 menit;223
S0221;D20250421;5;V01;P005;C001;SH03;I04;2025-04-21 06:00;2025-04-21 06:11;2025-04-21 11:00;2025-04-21 11:27;Terlambat;332;493118;659728;27 menit;5 jam 16 menit;332
S0222;D20250422;2;V05;P004;C001;SH04;I04;2025-04-22 06:00;2025-04-22 06:17;2025-04-22 10:00;2025-04-22 10:40;Terlambat;177;384756;636167;40 menit;4 jam 23 menit;177
S0223;D20250406;1;V03;P003;C003;SH04;I04;2025-04-06 06:00;2025-04-06 06:16;2025-04-06 09:00;2025-04-06 08:59;Tepat Waktu;269;356169;633405;0 menit;2 jam 43 menit;269
S0224;D20250415;1;V04;P004;C004;SH04;I05;2025-04-15 06:00;2025-04-15 06:23;2025-04-15 09:00;2025-04-15 08:51;Tepat Waktu;125;409842;674698;0 menit;2 jam 28 menit;125
S0225;D20250419;5;V05;P001;C003;SH03;I03;2025-04-19 06:00;2025-04-19 06:20;2025-04-19 09:00;2025-04-19 10:22;Terlambat;344;516760;634297;82 menit;4 jam 2 menit;344
S0226;D20250417;1;V02;P002;C005;SH04;I01;2025-04-17 06:00;2025-04-17 06:29;2025-04-17 11:00;2025-04-17 11:05;Tepat Waktu;169;154571;284212;5 menit;4 jam 36 menit;169
S0227;D20250418;3;V01;P002;C004;SH03;I05;2025-04-18 06:00;2025-04-18 06:13;2025-04-18 12:00;2025-04-18 12:25;Terlambat;148;222067;409808;25 menit;6 jam 12 menit;148
S0228;D20250414;3;V05;P002;C005;SH02;I02;2025-04-14 06:00;2025-04-14 06:28;2025-04-14 11:00;2025-04-14 10:48;Tepat Waktu;192;442450;798384;0 menit;4 jam 20 menit;192
S0229;D20250402;1;V04;P003;C004;SH04;I02;2025-04-02 06:00;2025-04-02 06:26;2025-04-02 09:00;2025-04-02 09:16;Terlambat;277;163282;418167;16 menit;2 jam 50 menit;277
S0230;D20250423;3;V04;P002;C002;SH01;I04;2025-04-23 06:00;2025-04-23 06:03;2025-04-23 11:00;2025-04-23 12:21;Terlambat;373;326394;444692;81 menit;6 jam 18 menit;373
S0231;D20250401;5;V02;P005;C003;SH01;I03;2025-04-01 06:00;2025-04-01 06:24;2025-04-01 09:00;2025-04-01 09:10;Tepat Waktu;131;560944;923490;10 menit;2 jam 46 menit;131
S0232;D20250401;4;V01;P004;C001;SH03;I01;2025-04-01 06:00;2025-04-01 06:30;2025-04-01 11:00;2025-04-01 11:48;Terlambat;174;302390;625148;48 menit;5 jam 18 menit;174
S0233;D20250419;5;V02;P001;C003;SH03;I05;2025-04-19 06:00;2025-04-19 06:20;2025-04-19 09:00;2025-04-19 10:30;Terlambat;399;466967;663566;90 menit;4 jam 10 menit;399
S0234;D20250419;4;V03;P001;C005;SH01;I03;2025-04-19 06:00;2025-04-19 06:17;2025-04-19 10:00;2025-04-19 10:26;Terlambat;369;283886;480428;26 menit;4 jam 9 menit;369
S0235;D20250426;3;V02;P005;C002;SH01;I04;2025-04-26 06:00;2025-04-26 06:23;2025-04-26 11:00;2025-04-26 11:53;Terlambat;354;276967;413838;53 menit;5 jam 30 menit;354
S0236;D20250430;3;V04;P003;C003;SH03;I04;2025-04-30 06:00;2025-04-30 06:06;2025-04-30 12:00;2025-04-30 13:02;Terlambat;273;563874;673610;62 menit;6 jam 56 menit;273
S0237;D20250413;3;V02;P003;C001;SH03;I02;2025-04-13 06:00;2025-04-13 06:17;2025-04-13 11:00;2025-04-13 12:09;Terlambat;159;381540;590525;69 menit;5 jam 52 menit;159
S0238;D20250406;3;V02;P002;C002;SH04;I02;2025-04-06 06:00;2025-04-06 06:28;2025-04-06 09:00;2025-04-06 09:22;Terlambat;164;211982;386010;22 menit;2 jam 54 menit;164
S0239;D20250403;4;V01;P001;C002;SH03;I03;2025-04-03 06:00;2025-04-03 06:21;2025-04-03 09:00;2025-04-03 08:45;Tepat Waktu;212;302116;549847;0 menit;2 jam 24 menit;212
S0240;D20250403;3;V02;P004;C003;SH02;I04;2025-04-03 06:00;2025-04-03 06:27;2025-04-03 11:00;2025-04-03 11:07;Tepat Waktu;103;398795;703117;7 menit;4 jam 40 menit;103
S0241;D20250428;5;V02;P005;C001;SH01;I01;2025-04-28 06:00;2025-04-28 06:03;2025-04-28 10:00;2025-04-28 10:52;Terlambat;255;535838;911037;52 menit;4 jam 49 menit;255
S0242;D20250403;5;V05;P004;C005;SH03;I05;2025-04-03 06:00;2025-04-03 06:21;2025-04-03 11:00;2025-04-03 12:05;Terlambat;376;574769;833100;65 menit;5 jam 44 menit;376
S0243;D20250401;3;V03;P004;C005;SH04;I05;2025-04-01 06:00;2025-04-01 06:06;2025-04-01 12:00;2025-04-01 13:26;Terlambat;98;370871;569909;86 menit;7 jam 20 menit;98
S0244;D20250427;3;V03;P003;C001;SH04;I01;2025-04-27 06:00;2025-04-27 06:27;2025-04-27 10:00;2025-04-27 10:39;Terlambat;318;419934;619428;39 menit;4 jam 12 menit;318
S0245;D20250409;3;V03;P002;C004;SH04;I05;2025-04-09 06:00;2025-04-09 06:11;2025-04-09 09:00;2025-04-09 09:08;Tepat Waktu;137;434891;731218;8 menit;2 jam 57 menit;137
S0246;D20250422;2;V01;P005;C001;SH04;I01;2025-04-22 06:00;2025-04-22 06:28;2025-04-22 12:00;2025-04-22 12:29;Terlambat;232;589680;849379;29 menit;6 jam 1 menit;232
S0247;D20250427;3;V05;P004;C005;SH04;I05;2025-04-27 06:00;2025-04-27 06:14;2025-04-27 11:00;2025-04-27 11:21;Terlambat;294;490745;701872;21 menit;5 jam 7 menit;294
S0248;D20250411;5;V05;P005;C002;SH02;I03;2025-04-11 06:00;2025-04-11 06:04;2025-04-11 09:00;2025-04-11 09:04;Tepat Waktu;282;560524;731384;4 menit;3 jam 0 menit;282
S0249;D20250416;5;V02;P001;C004;SH03;I03;2025-04-16 06:00;2025-04-16 06:13;2025-04-16 12:00;2025-04-16 11:45;Tepat Waktu;140;581793;719627;0 menit;5 jam 32 menit;140
S0250;D20250429;1;V05;P005;C004;SH01;I04;2025-04-29 06:00;2025-04-29 06:19;2025-04-29 11:00;2025-04-29 11:52;Terlambat;123;198705;326154;52 menit;5 jam 33 menit;123
S0251;D20250422;3;V03;P005;C003;SH04;I03;2025-04-22 06:00;2025-04-22 06:20;2025-04-22 09:00;2025-04-22 09:47;Terlambat;350;318728;497326;47 menit;3 jam 27 menit;350
S0252;D20250410;2;V01;P002;C004;SH04;I03;2025-04-10 06:00;2025-04-10 06:28;2025-04-10 09:00;2025-04-10 10:20;Terlambat;104;190260;355684;80 menit;3 jam 52 menit;104
S0253;D20250407;1;V01;P003;C001;SH02;I02;2025-04-07 06:00;2025-04-07 06:17;2025-04-07 09:00;2025-04-07 09:08;Tepat Waktu;103;238021;467338;8 menit;2 jam 51 menit;103
S0254;D20250408;2;V03;P004;C001;SH03;I01;2025-04-08 06:00;2025-04-08 06:20;2025-04-08 09:00;2025-04-08 10:22;Terlambat;226;591660;803015;82 menit;4 jam 2 menit;226
S0255;D20250429;2;V05;P005;C002;SH02;I02;2025-04-29 06:00;2025-04-29 06:28;2025-04-29 10:00;2025-04-29 10:05;Tepat Waktu;271;468345;733352;5 menit;3 jam 37 menit;271
S0256;D20250403;4;V02;P002;C002;SH02;I01;2025-04-03 06:00;2025-04-03 06:28;2025-04-03 12:00;2025-04-03 13:11;Terlambat;132;480353;868351;71 menit;6 jam 43 menit;132
S0257;D20250430;2;V01;P004;C005;SH02;I03;2025-04-30 06:00;2025-04-30 06:26;2025-04-30 11:00;2025-04-30 11:05;Tepat Waktu;322;173073;521733;5 menit;4 jam 39 menit;322
S0258;D20250406;1;V02;P001;C003;SH01;I03;2025-04-06 06:00;2025-04-06 06:09;2025-04-06 10:00;2025-04-06 10:06;Tepat Waktu;295;552494;804257;6 menit;3 jam 57 menit;295
S0259;D20250401;3;V03;P003;C002;SH04;I05;2025-04-01 06:00;2025-04-01 06:20;2025-04-01 10:00;2025-04-01 09:48;Tepat Waktu;135;224762;547297;0 menit;3 jam 28 menit;135
S0260;D20250410;2;V03;P004;C004;SH03;I04;2025-04-10 06:00;2025-04-10 06:09;2025-04-10 10:00;2025-04-10 10:04;Tepat Waktu;243;469588;808000;4 menit;3 jam 55 menit;243
S0261;D20250419;4;V03;P002;C001;SH04;I04;2025-04-19 06:00;2025-04-19 06:07;2025-04-19 11:00;2025-04-19 12:10;Terlambat;108;257239;651035;70 menit;6 jam 3 menit;108
S0262;D20250411;2;V05;P005;C002;SH02;I03;2025-04-11 06:00;2025-04-11 06:25;2025-04-11 09:00;2025-04-11 09:00;Tepat Waktu;196;408127;538369;0 menit;2 jam 35 menit;196
S0263;D20250420;4;V01;P001;C001;SH03;I01;2025-04-20 06:00;2025-04-20 06:02;2025-04-20 12:00;2025-04-20 12:22;Terlambat;223;250796;522171;22 menit;6 jam 20 menit;223
S0264;D20250427;4;V02;P001;C003;SH04;I03;2025-04-27 06:00;2025-04-27 06:20;2025-04-27 10:00;2025-04-27 11:03;Terlambat;365;458168;821023;63 menit;4 jam 43 menit;365
S0265;D20250419;1;V02;P001;C003;SH02;I02;2025-04-19 06:00;2025-04-19 06:25;2025-04-19 12:00;2025-04-19 11:54;Tepat Waktu;260;519911;900024;0 menit;5 jam 29 menit;260
S0266;D20250422;4;V05;P002;C005;SH04;I04;2025-04-22 06:00;2025-04-22 06:01;2025-04-22 09:00;2025-04-22 09:26;Terlambat;331;237792;358303;26 menit;3 jam 25 menit;331
S0267;D20250423;4;V04;P003;C002;SH03;I02;2025-04-23 06:00;2025-04-23 06:11;2025-04-23 11:00;2025-04-23 11:51;Terlambat;104;311900;599509;51 menit;5 jam 40 menit;104
